,11,12,14,18,25,27,28,30,32,34,38,39,41,42,47,48,49,53,56,57,58,62,65,68,73,76,77,78,83,87,92,94,95,96,103,105,110,111,113,127,128,129,134,138,140,141,146,153,154,158,162,164,167,168,169,187,193,196,205,207,208,209,211,216,223,228,230,231,234,235,237,238,241,242,243,244,247,249,264,265,266,267,271,275,285,290,292,293,296,298,303,305,306,308,309,310,311,312,316,317,318,319,320,324,325,346,350,353,355,356,357,358,361,362,363,364,365,366,369,370,372,373,375,378,380,382,388,394,397,399,401,419,424,428,430,434,436,439,445,448,452,455,459,460,461,462,466,467,473,474,475,477,478,479,480,485,486,491,496,498,501,503,506,510,512,515,531,537,538,542,546,554,555,556,557,564,567,568,569,574,577,578,580,583,585,588,598,605,606,607,608,613,619,620,623,624,630,631,633,634,635,640,641,643,645,646,647,649,650,652,653,655,662,663,665,666,667,670,673,694,698,699,701,702,703,706,707,708,709,713,714,715,716,724,731,732,733,737,738,740,770,775,779,786,789,791,793,800,802,807,809,823,827,837,841,844,846,850,851,859,867,873,878,884,889,896,897,899,901,902,903,905,912,916,926,931,936,937,938,939,940,944,945,962,964,970,982,983,996,1001,1003,1004,1005,1013,1014,1015,1016,1017,1018,1019,1020,1023,1024,1035,1040,1043,1047,1052,1056,1060,1062,1063,1068,1072,1073,1074,1075,1076,1080,1082,1084,1085,1086,1089,1094,1096,1098,1113,1116,1117,1120,1121,1123,1124,1126,1128,1131,1132,1136,1138,1159,1161,1162,1163,1164,1175,1179,1180,1183,1186,1198,1205,1211,1213,1215,1221,1228,1233,1234,1242,1248,1250,1253,1255,1260,1264,1266,1268,1271,1272,1273,1280,1283,1287,1290,1294,1298,1299,1304,1329,1331,1332,1334,1336,1337,1338,1341,1343,1347,1349,1350,1358,1362,1363,1364,1365,1369,1372,1379,1381,1382,1387,1392,1395,1396,1399,1401,1410,1416,1418,1434,1436,1438,1439,1448,1449,1450,1451,1453,1454,1459,1460,1461,1463,1465,1468,1469,1473,1476,1483,1484,1490,1498,1505,1511,1515,1517,1526,1527,1551,1556,1558,1563,1572,1574,1578,1588,1589,1590,1592,1602,1603,1608,1611,1613,1614,1615,1619,1627,1632,1637,1640,1644,1651,1653,1654,1655,1666,1671,1676,1678,1679,1681,1684,1689,1692,1695,1698,1703,1705,1713,1714,1719,1724,1730,1731,1733,1739,1740,1747,1753,1761,1763,1764,1765,1766,1768,1770,1771,1776,1777,1784,1785,1799,1800,1805,1814,1823,1825,1829,1830,1833,1834,1836,1838,1841,1842,1845,1847,1855,1857,1866,1868,1874,1877,1878,1891,1894,1895,1897,1904,1907,1911,1914,1922,1925,1938,1939,1943,1945,1964,1965,1968,1971,1972,1973,1974,1975,1979,1982,1984,1989,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2017,2025,2033,2034,2039,2040,2043,2045,2049,2050,2056,2060,2064,2065,2068,2070,2071,2074,2075,2076,2077,2078,2079,2080,2081,2082,2088,2091,2097,2098,2099,2101,2102,2103,2105,2108,2111,2115,2116,2118,2124,2127,2129,2130,2131,2132,2133,2141,2145,2158,2161,2165,2167,2169,2171,2172,2174,2176,2177,2178,2179,2180,2183,2184,2188,2189,2191,2192,2193,2194,2195,2196,2197,2199,2209,2210,2212,2215,2216,2218,2219,2221,2223,2225,2227,2229,2230,2231,2232,2233,2235,2236,2237,2239,2240,2241,2242,2243,2247,2249,2256,2257,2258,2261,2272,2274,2278,2281,2283,2284,2286,2288,2289,2293,2299,2300,2305,2306,2307,2308,2310,2311,2314,2315,2316,2317,2319,2320,2323,2324,2348,2358,2363,2366,2367,2373,2374,2375,2380,2382,2383,2385,2386,2387,2389,2391,2393,2397,2403,2405,2407,2408,2409,2412,2413,2415,2416,2418,2424,2427,2428,2429,2453,2465,2469,2471,2473,2474,2478,2483,2488,2489,2490,2491,2492,2493,2498,2500,2506,2507,2508,2511,2513,2514,2517,2525,2526,2528,2530,2536,2540,2543,2560,2564,2565,2566,2567,2575,2578,2579,2580,2581,2593,2594,2604,2624,2635,2637,2666,2677,2688,2708,2728,2729,2731,2740,2742,2746,2760,2765,2766,2775,2793,2795,2808,2815,2821,2824,2863,2865,2867,2884,2922,2927,2931,2940,2941,2949,2950,2951,2961,2966,2977,2978,2982,2983,2984,2987,3005,3019,3022,3023,3024,3029,3030,3031,3032,3033,3039,3041,3043,3046,3047,3051,3057,3066,3067,3068,3069,3070,3072,3073,3074,3075,3082,3090,3103,3104,3106,3107,3116,3118,3119,3131,3133,3134,3142,3143,3168,3173,3185,3200,3202,3208,3223,3228,3229,3239,3241,3242,3255,3259,3269,3270,3281,3284,3289,3302,3303,3308,3323,3333,3342,3345,3348,3349,3351,3352,3358,3359,3369,3370,3413,3415,3428,3443,3455,3461,3462,3466,3467,3468,3470,3472,3476,3477,3489,3491,3496,3502,3510,3513,3515,3520,3521,3527,3529,3539,3545,3546,3549,3556,3557,3560,3564,3567,3568,3578,3580,3582,3585,3586,3589,3590,3597,3599,3602,3604,3611,3612,3614,3617,3620,3621,3622,3624,3625,3630,3631,3640,3641,3642,3643,3644,3648,3649,3650,3651,3657,3661,3666,3669,3673,3674,3676,3677,3688,3689,3690,3698,3700,3704,3706,3715,3717,3732,3734,3735,3746,3749,3755,3758,3761,3769,3778,3789,3790,3796,3807,3809,3815,3816,3821,3831,3834,3838,3839,3844,3845,3847,3849,3850,3851,3854,3855,3857,3858,3865,3867,3868
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
