spec_power_1.5,spec_power_3.0,spec_power_6.0,spec_power_12.0,spec_power_24.0,spec_power_48.0,spec_power_96.0,spec_power_192.0,spec_power_384.0,area,elev,forest,wetland,urban,ag,roads,doc,no3,tn,tp,sort
0.04540569900633807,0.10502440923754232,0.24447644240930283,0.48347676681007923,0.5245450146521778,0.46012291203718486,0.24058764997114662,0.6468569631332145,0.9810011565606145,0.43924365829450845,0.6677850922890396,0.3182837370370149,0.35005425121927153,0.17084183738910214,0.985893721493472,0.31613441938510106,0.4770708567790191,0.5121852731541967,0.8309308128642525,0.6170193074357003,3666
0.005562306998827198,0.012843077381968028,0.037175254571784146,0.10133678251933022,0.21882500047696,0.397646195405248,0.9232775321057396,0.7875126099887457,0.9409664950290487,0.7178963213768239,0.7049841109891039,0.7457288587960469,0.7268225687432331,0.3761693400208786,0.7770542789254017,0.3274036702157417,0.42243860415634854,0.048927858000067846,0.630756884176505,0.4145154817101295,228
0.008622463691709138,0.01340435016376315,0.020960592441232617,0.02407595032480866,0.04085559165753476,0.0317754868755634,0.05350167874152342,0.34684052033730634,0.9190399426229702,0.2847570323506736,0.8032332416344835,0.07284410313085699,0.1725621484681417,0.08785561217206032,0.6191715543922709,0.2247190124793299,0.36833101966711757,0.012625454238863543,0.579360739798813,0.5711447623281902,2966
0.0041327718367923354,0.0089150591131431,0.014318671336897003,0.02092829118667468,0.040333122484579,0.06776831504534421,0.20628932418651197,0.4645463616318787,0.9356307078876253,0.2295379390994181,0.7282666081343137,0.9489784213674305,0.014506310141293922,0.006404759901833496,0.0,0.39205311653272706,0.06123752021931996,0.004983929873661425,0.3313727644963116,0.12932043296763984,3142
0.003348855530266322,0.00766068716802307,0.015992997938896535,0.0519555749129051,0.18752754761444487,0.32989661315735413,0.5321258352047066,0.5696280617284175,0.9088298160011443,0.6255050902035099,0.9513417472395137,0.6340299043156361,0.4320271395631386,0.1006174706496777,0.40969146720123545,0.10464514170229905,0.36068853146733704,0.0011579674601493548,0.5271276022845668,0.42752936491123167,1490
0.5329060273921961,0.4792994866739044,0.4432044906638184,0.5883338460815624,0.43694912860761553,0.31003256466743134,0.2799749232349062,0.06656392096509775,0.5477720174421002,0.21331735664573181,0.674424343764542,0.5719876664547908,0.016611152179282662,0.9651844127259125,0.031505650530347325,0.8533201115410847,0.21366295978629363,0.0682672816996757,0.5708982159140763,0.46022307822584474,2223
0.006736758471159221,0.012910653140304587,0.02342558812400539,0.04201389346749689,0.0393461861541034,0.080642015226391,0.35971792027802213,0.724863286832405,0.9833966262960918,0.4116002692993435,0.3704596800853732,0.7380626987345058,0.7791953290878366,0.7845820574477492,0.4867226682915561,0.6272366479427034,0.45219779565287055,0.2390668981628625,0.7167494556578339,0.536990138293432,357
0.001201532418602161,0.0020577218074789363,0.004200270846963819,0.00969901437222298,0.01381453162227853,0.009124206062465924,0.005847428704318064,0.14518697481896148,0.7995721261704033,0.5478546046494138,0.6918798441195102,0.8777760346512978,0.6143180033704007,0.41198423598542094,0.5134161038695098,0.3318479216409191,0.30835528810339086,0.022692240695901787,0.5416908734050375,0.273706032720326,209
0.006578530991076767,0.015265625691187498,0.04002935696854275,0.1066127726228179,0.25983788115314993,0.45692053693789636,0.739739593455224,0.8625249894642723,0.9562472022561923,0.6193564755678684,0.7037444189160931,0.2520176337663052,0.5337147020801455,0.383415786791789,0.9261671821744815,0.3272494687547036,0.4661954133852456,0.014881527735492978,0.6700812984389903,0.6251045870536545,1939
0.0021038279764798522,0.005132194204735897,0.011718374421304946,0.02501060395260204,0.07014559217320439,0.2660942212572218,0.7411826412975576,0.9527806266207446,0.8924054653010378,0.615583605626247,0.9442090359385046,0.8109477076097431,0.18541896663960605,0.14481542256440175,0.41038323962626316,0.2169160983055549,0.39751578485248873,0.0,0.6000654145845824,0.6269486913305219,1120
