nutrient,accuracy,trainingRegime,repeat,model type
no3,-0.0179345637899581,random,9,RFR
tn,0.0025177560023857,random,9,RFR
tp,0.0436164144313423,random,9,RFR
random,-0.0009976651218845,random,9,RFR
doc,-0.083986596549368,random,10,RFR
no3,-0.0535183249517627,random,10,RFR
tn,0.0369911224702136,random,10,RFR
tp,0.0280042386076779,random,10,RFR
random,-0.0098107511278859,random,10,RFR
doc,-0.0855789349435072,random,11,RFR
no3,0.001003010110619,random,11,RFR
tn,0.0183458087232241,random,11,RFR
tp,0.020195383585993,random,11,RFR
random,-0.0240582036324683,random,11,RFR
doc,-0.1010055835939258,random,12,RFR
no3,-0.0049749262279414,random,12,RFR
tn,0.0012459018965371,random,12,RFR
tp,0.0284950140802086,random,12,RFR
random,-0.0278118032253491,random,12,RFR
doc,-0.0246254762075648,random,13,RFR
no3,-0.0332977376902638,random,13,RFR
tn,0.0133727246763925,random,13,RFR
tp,0.0518794229102205,random,13,RFR
random,-0.0512237792500065,random,13,RFR
doc,-0.0651685000447874,random,14,RFR
no3,-0.0188116383791447,random,14,RFR
tn,0.0498684350809397,random,14,RFR
tp,0.0340135791201288,random,14,RFR
random,-0.0211854006380372,random,14,RFR
doc,-0.0562854005802129,random,15,RFR
no3,-0.0135490476883857,random,15,RFR
tn,0.0040006080345404,random,15,RFR
tp,0.0409848731110886,random,15,RFR
random,-0.011379165013873,random,15,RFR
doc,-0.0605745502985375,random,16,RFR
no3,-0.0060452280030249,random,16,RFR
tn,0.0547307878098549,random,16,RFR
tp,0.0414464261941595,random,16,RFR
random,-0.014919054819225,random,16,RFR
doc,-0.027584376340803,random,17,RFR
no3,-0.0311600275320909,random,17,RFR
tn,-0.0056104173838016,random,17,RFR
tp,0.0461920958137525,random,17,RFR
random,0.0092982801936336,random,17,RFR
doc,-0.0343994644406138,random,18,RFR
no3,-0.0132265084836544,random,18,RFR
tn,0.0058939213785795,random,18,RFR
tp,0.0575035894828339,random,18,RFR
random,-0.0631185339892446,random,18,RFR
doc,-0.0771170212319436,random,19,RFR
no3,0.0073331570655563,random,19,RFR
tn,-0.0394184983648771,random,19,RFR
tp,0.022081846141162,random,19,RFR
random,0.0212142135410394,random,19,RFR
doc,-0.0838016534698722,random,20,RFR
no3,-0.0200100132947149,random,20,RFR
tn,0.0311109919711519,random,20,RFR
tp,0.0372717769956356,random,20,RFR
random,-0.0167956299074796,random,20,RFR
doc,-0.0580126613873388,random,21,RFR
no3,0.0048555166827729,random,21,RFR
tn,0.0211569778497788,random,21,RFR
tp,0.0236388300399955,random,21,RFR
random,-0.0040380018738337,random,21,RFR
doc,-0.0449811269169688,random,22,RFR
no3,-0.002582293662676,random,22,RFR
tn,0.0198716392074331,random,22,RFR
tp,0.065949111949768,random,22,RFR
random,-0.0215412421391196,random,22,RFR
doc,-0.0463533598221335,random,23,RFR
no3,-0.028381328231291,random,23,RFR
tn,0.0385823334703951,random,23,RFR
tp,0.0646158647444039,random,23,RFR
random,-0.0270740747436328,random,23,RFR
doc,-0.0786940511109191,random,24,RFR
no3,-2.5399705651629745e-05,random,24,RFR
tn,0.0381803977991583,random,24,RFR
tp,0.0449566830408092,random,24,RFR
random,-0.0179884712972138,random,24,RFR
doc,-0.0551522059602087,random,25,RFR
no3,-0.0065609317261656,random,25,RFR
tn,-0.0085655030722615,random,25,RFR
tp,0.0377057575872865,random,25,RFR
random,-0.0404909054632123,random,25,RFR
doc,-0.0239987961276473,random,26,RFR
no3,-0.0106642620298769,random,26,RFR
tn,0.0365036353938708,random,26,RFR
tp,0.0337018439964794,random,26,RFR
random,-0.0441945514884101,random,26,RFR
doc,-0.0625030594284909,random,27,RFR
no3,-0.0446535040040017,random,27,RFR
tn,0.0177249396640567,random,27,RFR
tp,0.0570582946777948,random,27,RFR
random,-0.0261604217564375,random,27,RFR
doc,-0.0450566613169605,random,28,RFR
no3,-0.0136094618901334,random,28,RFR
tn,0.026129156489175,random,28,RFR
tp,0.0654628263421812,random,28,RFR
random,-0.0304930745277103,random,28,RFR
doc,-0.0858347259657175,random,29,RFR
no3,-0.0240841913175107,random,29,RFR
tn,0.0189761852465415,random,29,RFR
tp,0.0069646132854024,random,29,RFR
random,0.0142767285501469,random,29,RFR
doc,-0.0874655526733545,random,30,RFR
no3,0.0243987353623085,random,30,RFR
tn,-0.005852908078243,random,30,RFR
tp,0.0524032382660988,random,30,RFR
random,0.0160144421330193,random,30,RFR
doc,-0.0928859760835185,random,31,RFR
no3,0.0018266570481593,random,31,RFR
tn,0.047139744560151,random,31,RFR
tp,0.0274667196541448,random,31,RFR
random,0.0006170940578136,random,31,RFR
doc,-0.0562906515252565,random,32,RFR
no3,-0.0271223447326041,random,32,RFR
tn,0.0274938876757905,random,32,RFR
tp,0.0556832766907164,random,32,RFR
random,-0.013800544434515,random,32,RFR
doc,-0.1276950420885909,random,33,RFR
no3,-0.0079747426265659,random,33,RFR
tn,0.0146698394688755,random,33,RFR
tp,0.0518687202259439,random,33,RFR
random,-0.0007894536710399,random,33,RFR
doc,-0.0768785262024491,random,34,RFR
no3,-0.0129522178144101,random,34,RFR
tn,0.0108367591287579,random,34,RFR
tp,0.0312887171343958,random,34,RFR
random,-0.0219452332538125,random,34,RFR
doc,-0.0921317655245248,random,35,RFR
no3,0.002167573347633,random,35,RFR
tn,-0.0144232332455012,random,35,RFR
tp,0.0310695202833919,random,35,RFR
random,-0.0144810158845685,random,35,RFR
doc,-0.0531684837939361,random,36,RFR
no3,0.0034905358338356,random,36,RFR
tn,0.0117929625253966,random,36,RFR
tp,0.0432949430301934,random,36,RFR
random,-0.0253718462746295,random,36,RFR
doc,-0.0588600973362547,random,37,RFR
no3,-0.0191280986515982,random,37,RFR
tn,0.0156170244983017,random,37,RFR
tp,0.0544988285749854,random,37,RFR
random,0.0010566019047536,random,37,RFR
doc,-0.0664577857491581,random,38,RFR
no3,0.0229708687835905,random,38,RFR
tn,-0.0265669474846064,random,38,RFR
tp,0.00681890296392,random,38,RFR
random,0.0030214622370003,random,38,RFR
doc,-0.0636420255366132,random,39,RFR
no3,-0.0147965713357518,random,39,RFR
tn,-0.0093889466904735,random,39,RFR
tp,0.0027925036592987,random,39,RFR
random,-0.0110513519598776,random,39,RFR
doc,-0.0749662523534517,random,40,RFR
no3,-0.0252903596420159,random,40,RFR
tn,0.0309386965296399,random,40,RFR
tp,0.0354691686180711,random,40,RFR
random,-0.047428745004876,random,40,RFR
doc,-0.0662002384886681,random,41,RFR
no3,-0.0042759034285313,random,41,RFR
tn,0.000129026167891,random,41,RFR
tp,-0.0073205493262733,random,41,RFR
random,-0.0104982450952748,random,41,RFR
doc,-0.0412292872855635,random,42,RFR
no3,-0.0647248777410871,random,42,RFR
tn,0.0173963974375239,random,42,RFR
tp,0.0343239542677783,random,42,RFR
random,-0.0063404675324194,random,42,RFR
doc,-0.0349725663912654,random,43,RFR
no3,-0.0107810292473407,random,43,RFR
tn,0.0061493568600314,random,43,RFR
tp,0.0224989659598884,random,43,RFR
random,0.0170773755091881,random,43,RFR
doc,-0.0467530221656509,random,44,RFR
no3,0.0044001081563499,random,44,RFR
tn,0.0003656300512316,random,44,RFR
tp,0.0552195720065579,random,44,RFR
random,-0.0154255860075505,random,44,RFR
doc,-0.0813126119591394,random,45,RFR
no3,-0.0079875134288196,random,45,RFR
tn,-0.0275411422956548,random,45,RFR
tp,0.0462042894752623,random,45,RFR
random,-0.0595222748576198,random,45,RFR
doc,-0.0577878253092341,random,46,RFR
no3,0.0163425908609259,random,46,RFR
tn,0.0171396400423617,random,46,RFR
tp,0.0059992380934505,random,46,RFR
random,0.0025248184293722,random,46,RFR
doc,-0.03753134869125,random,47,RFR
no3,-0.0109438170647164,random,47,RFR
tn,0.0299552218820827,random,47,RFR
tp,0.0066490703435276,random,47,RFR
random,-0.0132703688112965,random,47,RFR
doc,-0.1108481599783932,random,48,RFR
no3,-0.0243407335527796,random,48,RFR
tn,0.0145707607057458,random,48,RFR
tp,0.035421442645544,random,48,RFR
random,-0.0182488239731302,random,48,RFR
doc,-0.028149197259595,random,49,RFR
no3,-0.0365528619259727,random,49,RFR
tn,-0.004093372759955,random,49,RFR
tp,-0.0080631317046446,random,49,RFR
random,-0.0127848689668104,random,49,RFR
doc,-0.082050075218311,random,50,RFR
no3,-0.0047538974884517,random,50,RFR
tn,0.0183900671016201,random,50,RFR
tp,0.0396496803182414,random,50,RFR
random,0.014104888922205,random,50,RFR
doc,-0.0476033655848444,random,51,RFR
no3,0.0441381700761613,random,51,RFR
tn,0.0075675940952038,random,51,RFR
tp,0.0305784875287906,random,51,RFR
random,-0.025720396957849,random,51,RFR
doc,-0.0413090585637045,random,52,RFR
no3,-0.0062485432191894,random,52,RFR
tn,0.0070742579048774,random,52,RFR
tp,-0.0001101199319009,random,52,RFR
random,-0.0069735931669017,random,52,RFR
doc,-0.0600663514489665,random,53,RFR
no3,0.002385236091474,random,53,RFR
tn,0.043606548918292,random,53,RFR
tp,0.050591568883916,random,53,RFR
random,0.010895516592917,random,53,RFR
doc,-0.0154687857235744,random,54,RFR
no3,0.0120481104253857,random,54,RFR
tn,0.0251814429568273,random,54,RFR
tp,-0.0276581299672307,random,54,RFR
random,0.0032526919337417,random,54,RFR
doc,-0.0291608240910203,random,55,RFR
no3,0.0184546776972273,random,55,RFR
tn,-0.0334663765840346,random,55,RFR
tp,0.026778563787924,random,55,RFR
random,0.0533524177894534,random,55,RFR
doc,0.0027653857148098,random,56,RFR
no3,-0.0239203647324577,random,56,RFR
tn,-0.0138509724326849,random,56,RFR
tp,0.0584967614145811,random,56,RFR
random,0.0104011254608044,random,56,RFR
doc,-0.0410612501715967,random,57,RFR
no3,-0.0247753525026559,random,57,RFR
tn,0.0376164301733664,random,57,RFR
tp,0.0492817078280243,random,57,RFR
random,-0.0107125467037947,random,57,RFR
doc,-0.089324758619907,random,58,RFR
no3,0.0010696319597021,random,58,RFR
tn,0.0311496290619421,random,58,RFR
tp,0.035707017488576,random,58,RFR
random,-0.0026125443534681,random,58,RFR
doc,-0.0726500835130692,random,59,RFR
no3,-0.0495284202224941,random,59,RFR
tn,0.0238212284606403,random,59,RFR
tp,0.0280356039181302,random,59,RFR
random,0.0147627215808173,random,59,RFR
doc,-0.021567037970845,random,60,RFR
no3,-0.0100633177747766,random,60,RFR
tn,0.0457256759051623,random,60,RFR
tp,0.0569430101532424,random,60,RFR
random,-0.0638952031379536,random,60,RFR
doc,-0.0580385814025417,random,61,RFR
no3,0.0219403753008432,random,61,RFR
tn,0.0093116369105851,random,61,RFR
tp,0.0387521679179063,random,61,RFR
random,0.0250201558164953,random,61,RFR
doc,-0.0382369260072652,random,62,RFR
no3,-0.0046441102181133,random,62,RFR
tn,0.0144144597979881,random,62,RFR
tp,0.0047288946400824,random,62,RFR
random,0.0095818599682752,random,62,RFR
doc,-0.033053278665369,random,63,RFR
no3,0.0092316025232503,random,63,RFR
tn,0.0379787551783316,random,63,RFR
tp,0.0375539284629625,random,63,RFR
random,-0.0191928465703405,random,63,RFR
doc,-0.0158535184303612,random,64,RFR
no3,-0.0088908607436775,random,64,RFR
tn,-0.0008139053206241,random,64,RFR
tp,0.0050035679007721,random,64,RFR
random,-0.0352816734413865,random,64,RFR
doc,-0.1198018670261695,random,65,RFR
no3,-0.0278562232694388,random,65,RFR
tn,-0.0177464463664931,random,65,RFR
tp,0.0248115643565655,random,65,RFR
random,-0.0134120656895015,random,65,RFR
doc,-0.0370413182240254,random,66,RFR
no3,-0.0324557618975331,random,66,RFR
tn,0.0298270393040418,random,66,RFR
tp,0.0112597327369065,random,66,RFR
random,-0.0037284680563589,random,66,RFR
doc,-0.0923621659846747,random,67,RFR
no3,0.0306510418071732,random,67,RFR
tn,0.0341229089154323,random,67,RFR
tp,0.0476283230893807,random,67,RFR
random,-0.0236214602560735,random,67,RFR
doc,-0.0732993455723163,random,68,RFR
no3,-0.0267221209245003,random,68,RFR
tn,0.0266917986109838,random,68,RFR
tp,0.0056764404215062,random,68,RFR
random,-0.0115139823637719,random,68,RFR
doc,-0.0261080044798431,random,69,RFR
no3,-0.06257259554253,random,69,RFR
tn,-0.0053698802049613,random,69,RFR
tp,0.0076426783499923,random,69,RFR
random,-0.0161937342610389,random,69,RFR
doc,-0.0634150963694539,random,70,RFR
no3,-0.0477914121653066,random,70,RFR
tn,0.0312221239649947,random,70,RFR
tp,0.0522106934112669,random,70,RFR
random,-0.0441165392898068,random,70,RFR
doc,-0.0616986586319758,random,71,RFR
no3,-0.0345203148630146,random,71,RFR
tn,0.0183460368940892,random,71,RFR
tp,0.0423960109819877,random,71,RFR
random,-0.0103603610023064,random,71,RFR
doc,-0.0844955740275923,random,72,RFR
no3,-0.0242383950956019,random,72,RFR
tn,0.0182818749373987,random,72,RFR
tp,0.0623591533238968,random,72,RFR
random,-0.0014402015308276,random,72,RFR
doc,-0.1183856181662799,random,73,RFR
no3,0.0173934787361319,random,73,RFR
tn,-0.0170395227967912,random,73,RFR
tp,0.0443274576714999,random,73,RFR
random,-0.0154639274842049,random,73,RFR
doc,-0.0628449818113234,random,74,RFR
no3,-0.0300929443604422,random,74,RFR
tn,-0.0162731188808513,random,74,RFR
tp,0.0446926873291493,random,74,RFR
random,0.0230906271737459,random,74,RFR
doc,-0.0514092435860469,random,75,RFR
no3,-0.0090693055014092,random,75,RFR
tn,-0.0107085172669407,random,75,RFR
tp,0.0412363352097219,random,75,RFR
random,-0.0072517867120573,random,75,RFR
doc,-0.0849707722641828,random,76,RFR
no3,0.0018811938271311,random,76,RFR
tn,0.0353624430737106,random,76,RFR
tp,-0.0017786371093801,random,76,RFR
random,-0.0372348695504534,random,76,RFR
doc,-0.0505726676231215,random,77,RFR
no3,0.0153025392062949,random,77,RFR
tn,0.0366279040394,random,77,RFR
tp,0.0376394477123518,random,77,RFR
random,-0.0009412183026757,random,77,RFR
doc,-0.0331348712298631,random,78,RFR
no3,-0.0081049355826288,random,78,RFR
tn,0.0211667012973425,random,78,RFR
tp,0.0689952818931718,random,78,RFR
random,-0.0085164320795103,random,78,RFR
doc,-0.0531717956981865,random,79,RFR
no3,0.0097020481024975,random,79,RFR
tn,0.0309509290423367,random,79,RFR
tp,0.0210543097391177,random,79,RFR
random,-0.0138303525876133,random,79,RFR
doc,-0.0698773648421242,random,80,RFR
no3,0.0098290572331929,random,80,RFR
tn,0.0456520682304262,random,80,RFR
tp,0.0669294143908058,random,80,RFR
random,0.0036019948662545,random,80,RFR
doc,-0.0659587308636542,random,81,RFR
no3,0.0067646358896983,random,81,RFR
tn,0.0030127681137325,random,81,RFR
tp,0.0326175414310135,random,81,RFR
random,0.0191561639558622,random,81,RFR
doc,-0.0814486136834886,random,82,RFR
no3,0.0141810698625773,random,82,RFR
tn,0.0154049073222376,random,82,RFR
tp,0.0473446730997896,random,82,RFR
random,-0.0596387185604989,random,82,RFR
doc,-0.0656556904139862,random,83,RFR
no3,0.0069496992092964,random,83,RFR
tn,0.0033104627198781,random,83,RFR
tp,0.0426382164581582,random,83,RFR
random,-0.0035506862591936,random,83,RFR
doc,-0.0319642545994873,random,84,RFR
no3,-0.0245573311925144,random,84,RFR
tn,0.0464430957280816,random,84,RFR
tp,0.0165288055082101,random,84,RFR
random,-0.0266947177579603,random,84,RFR
doc,-0.0310710821107174,random,85,RFR
no3,-0.0333525805023511,random,85,RFR
tn,0.0158896941439792,random,85,RFR
tp,0.0207187548869722,random,85,RFR
random,0.0215534485408595,random,85,RFR
doc,-0.0555586567477843,random,86,RFR
no3,-0.0336967421113085,random,86,RFR
tn,9.265697143201468e-05,random,86,RFR
tp,0.0630161062983473,random,86,RFR
random,-0.0207712499700924,random,86,RFR
doc,-0.0285474158501837,random,87,RFR
no3,-0.0054256571335213,random,87,RFR
tn,0.0013325252293625,random,87,RFR
tp,0.0419543439038467,random,87,RFR
random,-0.0041589913355497,random,87,RFR
doc,-0.0623226343271654,random,88,RFR
no3,-0.0217797705749975,random,88,RFR
tn,-0.0166336135648519,random,88,RFR
tp,0.0020716542158949,random,88,RFR
random,-0.012206249554884,random,88,RFR
doc,-0.0489156512614401,random,89,RFR
no3,-0.0364148971620368,random,89,RFR
tn,0.0352452256569113,random,89,RFR
tp,0.0578198801788905,random,89,RFR
random,-0.0073421228229033,random,89,RFR
doc,-0.0562125362812564,random,90,RFR
no3,-0.0291374595722657,random,90,RFR
tn,0.0270542511034209,random,90,RFR
tp,0.0136209458796727,random,90,RFR
random,-0.0089773176908989,random,90,RFR
doc,-0.0746006649607273,random,91,RFR
no3,-0.0320769225428103,random,91,RFR
tn,0.0194492387568815,random,91,RFR
tp,0.0700709254532013,random,91,RFR
random,0.0001521966268506,random,91,RFR
doc,-0.1021582998896586,random,92,RFR
no3,0.0054695637954979,random,92,RFR
tn,0.0061394647673638,random,92,RFR
tp,0.0281712612570789,random,92,RFR
random,-0.0092046361282334,random,92,RFR
doc,-0.0731689922653093,random,93,RFR
no3,0.0163180189576909,random,93,RFR
tn,-0.0134258128670283,random,93,RFR
tp,0.0344482463612958,random,93,RFR
random,0.021603143896826,random,93,RFR
doc,-0.0600233988672374,random,94,RFR
no3,-0.0402293199366567,random,94,RFR
tn,0.0242316659903617,random,94,RFR
tp,-0.0138075770936332,random,94,RFR
random,-0.0465689794711368,random,94,RFR
doc,-0.0793401997109046,random,95,RFR
no3,0.0018912773646707,random,95,RFR
tn,0.0412088096737603,random,95,RFR
tp,0.0061923698218008,random,95,RFR
random,0.0275956508435535,random,95,RFR
doc,-0.0738045697117593,random,96,RFR
no3,-0.0511082740636821,random,96,RFR
tn,0.0296811612967095,random,96,RFR
tp,0.0457011173949689,random,96,RFR
random,0.0031115843550292,random,96,RFR
doc,-0.0867027109100484,random,97,RFR
no3,0.006194637933826,random,97,RFR
tn,0.0205588554596536,random,97,RFR
tp,0.0045859808688046,random,97,RFR
random,0.031546990169336,random,97,RFR
doc,-0.0542257894955817,random,98,RFR
no3,0.012311326786131,random,98,RFR
tn,-0.0167771395597222,random,98,RFR
tp,0.062629046407902,random,98,RFR
random,0.0032360363957713,random,98,RFR
doc,-0.0717567258814964,random,99,RFR
no3,0.004751395685873,random,99,RFR
tn,-0.0013829205199296,random,99,RFR
tp,-0.0169798376855616,random,99,RFR
random,0.0167288282811961,random,99,RFR
doc,-0.095502500215199,random,100,GBR
no3,-0.0388688804875501,random,100,GBR
tn,0.016974744507584,random,100,GBR
tp,0.0576956470243482,random,100,GBR
random,-0.00437263021767,random,100,GBR
doc,-0.0973661812131703,random,101,GBR
no3,-0.0259152789371894,random,101,GBR
tn,0.0193802201149422,random,101,GBR
tp,0.055739111594716,random,101,GBR
random,0.0006710083087967,random,101,GBR
doc,-0.1028313321538767,random,102,GBR
no3,-0.0348697923046887,random,102,GBR
tn,0.0123110375002479,random,102,GBR
tp,0.0644999218743745,random,102,GBR
random,-0.0062277268749053,random,102,GBR
doc,-0.1025291379455561,random,103,GBR
no3,-0.0281357620901192,random,103,GBR
tn,0.0162516771098808,random,103,GBR
tp,0.064398664431872,random,103,GBR
random,-0.007049317099097,random,103,GBR
doc,-0.0943209133333193,random,104,GBR
no3,-0.0299407911830524,random,104,GBR
tn,0.0037722673859842,random,104,GBR
tp,0.0617939966117031,random,104,GBR
random,-0.0116867404332505,random,104,GBR
doc,-0.0989120815190298,random,105,GBR
no3,-0.0271210792732194,random,105,GBR
tn,0.0055969240396592,random,105,GBR
tp,0.0601844646027019,random,105,GBR
random,-0.0059658774954491,random,105,GBR
doc,-0.0996403259972691,random,106,GBR
no3,-0.0252936562547692,random,106,GBR
tn,0.0046156925980408,random,106,GBR
tp,0.0620722395563924,random,106,GBR
random,-0.0077572593555161,random,106,GBR
doc,-0.1002537415303073,random,107,GBR
no3,-0.0270797989710476,random,107,GBR
tn,0.0232713335370899,random,107,GBR
tp,0.063259329442045,random,107,GBR
random,-0.0046966246718378,random,107,GBR
doc,-0.0986403850723778,random,108,GBR
no3,-0.0337651044286828,random,108,GBR
tn,0.0051440817666627,random,108,GBR
tp,0.0620334409997098,random,108,GBR
random,-0.0109039339786665,random,108,GBR
doc,-0.1086900415904299,random,109,GBR
no3,-0.0339734609433788,random,109,GBR
tn,0.0024907667785867,random,109,GBR
tp,0.0614954388038927,random,109,GBR
random,0.0019326504154489,random,109,GBR
doc,-0.1127146783482593,random,110,GBR
no3,-0.0314722612644549,random,110,GBR
tn,0.0079040084923703,random,110,GBR
tp,0.0557766130940255,random,110,GBR
random,-0.0054583573693138,random,110,GBR
doc,-0.0958535665892421,random,111,GBR
no3,-0.029375859963219,random,111,GBR
tn,0.0053559423384816,random,111,GBR
tp,0.0717074799833608,random,111,GBR
random,-0.0069671051399933,random,111,GBR
doc,-0.091741480119992,random,112,GBR
no3,-0.0362759438802917,random,112,GBR
tn,0.0160932017575732,random,112,GBR
tp,0.0598211890138735,random,112,GBR
random,-0.0042899128052169,random,112,GBR
doc,-0.0994421599703019,random,113,GBR
no3,-0.0260248357148831,random,113,GBR
tn,0.0080002956269918,random,113,GBR
tp,0.0431151914682277,random,113,GBR
random,-0.0005069088694149,random,113,GBR
doc,-0.0984634824433952,random,114,GBR
no3,-0.0418757361653192,random,114,GBR
tn,0.0093854257819029,random,114,GBR
tp,0.0596103085966229,random,114,GBR
random,0.0063755639884094,random,114,GBR
doc,-0.1058277509402763,random,115,GBR
no3,-0.0269526602908014,random,115,GBR
tn,0.0137815589689794,random,115,GBR
tp,0.0605236586356956,random,115,GBR
random,-0.0082394315601794,random,115,GBR
doc,-0.09886810530913,random,116,GBR
no3,-0.0286663549962846,random,116,GBR
tn,0.0118277824183069,random,116,GBR
tp,0.0515972281198333,random,116,GBR
random,-0.0092039529122247,random,116,GBR
doc,-0.1032271143750265,random,117,GBR
no3,-0.037899799219061,random,117,GBR
tn,-0.0061848983855605,random,117,GBR
tp,0.0556842424427954,random,117,GBR
random,0.0080199716942646,random,117,GBR
doc,-0.1092399023171797,random,118,GBR
no3,-0.0286222814847267,random,118,GBR
tn,0.0256119492173068,random,118,GBR
tp,0.0701741740266466,random,118,GBR
random,-0.0097849182398792,random,118,GBR
doc,-0.0952697100655166,random,119,GBR
no3,-0.0230559629320226,random,119,GBR
tn,0.0138096572896995,random,119,GBR
tp,0.0708896409157305,random,119,GBR
random,-0.0081386651193633,random,119,GBR
doc,-0.0944714441381828,random,120,GBR
no3,-0.0280223187373309,random,120,GBR
tn,0.0055371248321659,random,120,GBR
tp,0.0530848162644044,random,120,GBR
random,-0.0108105874089778,random,120,GBR
doc,-0.097540503250953,random,121,GBR
no3,-0.0263265245386399,random,121,GBR
tn,0.0163516574782058,random,121,GBR
tp,0.0634620610215095,random,121,GBR
random,-0.0154779657645769,random,121,GBR
doc,-0.1044448718349324,random,122,GBR
no3,-0.0322960876560891,random,122,GBR
tn,0.0106452810906726,random,122,GBR
tp,0.071223881257086,random,122,GBR
random,-0.0036709468857507,random,122,GBR
doc,-0.0934322443536275,random,123,GBR
no3,-0.0255854572911762,random,123,GBR
tn,0.0203137234680109,random,123,GBR
tp,0.0659573264593642,random,123,GBR
random,-0.0015452423340267,random,123,GBR
doc,-0.0966486719511408,random,124,GBR
no3,-0.0245862560082401,random,124,GBR
tn,0.0113070455943393,random,124,GBR
tp,0.0625881094167168,random,124,GBR
random,-0.0013510767250528,random,124,GBR
doc,-0.1090467852465306,random,125,GBR
no3,-0.0309635230935976,random,125,GBR
tn,0.0179031831625176,random,125,GBR
tp,0.0667463724528359,random,125,GBR
random,-0.0124363411318761,random,125,GBR
doc,-0.0964534128265683,random,126,GBR
no3,-0.0298365006515641,random,126,GBR
tn,0.0209545417889711,random,126,GBR
tp,0.0657248639639336,random,126,GBR
random,-0.0058512341536487,random,126,GBR
doc,-0.0981177458120661,random,127,GBR
no3,-0.0266992375417502,random,127,GBR
tn,0.0138310067680548,random,127,GBR
tp,0.062601194668573,random,127,GBR
random,-0.0121748082513846,random,127,GBR
doc,-0.1052792122217152,random,128,GBR
no3,-0.023673000993849,random,128,GBR
tn,0.011755358552329,random,128,GBR
tp,0.0763913253172616,random,128,GBR
random,-0.0047545813697971,random,128,GBR
doc,-0.1027046411942633,random,129,GBR
no3,-0.0418149011613508,random,129,GBR
tn,0.0089098669232167,random,129,GBR
tp,0.0604450254399006,random,129,GBR
random,-0.0018419956502861,random,129,GBR
doc,-0.0916074316880446,random,130,GBR
no3,-0.0218353806365059,random,130,GBR
tn,0.0127463111744985,random,130,GBR
tp,0.0502053605997014,random,130,GBR
random,-0.0061307893916666,random,130,GBR
doc,-0.1065007875882162,random,131,GBR
no3,-0.040882018380481,random,131,GBR
tn,0.0059367553923749,random,131,GBR
tp,0.061137818972882,random,131,GBR
random,-0.0033484879427381,random,131,GBR
doc,-0.1029255412014709,random,132,GBR
no3,-0.0295500612691397,random,132,GBR
tn,0.007007382341222,random,132,GBR
tp,0.0616066612251351,random,132,GBR
random,-0.0058275082427177,random,132,GBR
doc,-0.0932481413342964,random,133,GBR
no3,-0.024893580251045,random,133,GBR
tn,0.0029313038333861,random,133,GBR
tp,0.0601503394282192,random,133,GBR
random,-0.013297090199396,random,133,GBR
doc,-0.1059041840517032,random,134,GBR
no3,-0.0331381454749493,random,134,GBR
tn,0.0050694122472058,random,134,GBR
tp,0.0609712201011034,random,134,GBR
random,0.0064718020999839,random,134,GBR
doc,-0.0927534310969582,random,135,GBR
no3,-0.0293536285807129,random,135,GBR
tn,0.0147963398985176,random,135,GBR
tp,0.0542559939964937,random,135,GBR
random,-0.0096521742317676,random,135,GBR
doc,-0.1102115667032099,random,136,GBR
no3,-0.0289296580989493,random,136,GBR
tn,0.0216081818373865,random,136,GBR
tp,0.0615713081563764,random,136,GBR
random,0.0061743736514652,random,136,GBR
doc,-0.1063475504859579,random,137,GBR
no3,-0.0275858111641091,random,137,GBR
tn,0.0216812395742321,random,137,GBR
tp,0.0705495170450172,random,137,GBR
random,-0.0004968679813883,random,137,GBR
doc,-0.0974797029031815,random,138,GBR
no3,-0.0219145618958802,random,138,GBR
tn,0.0105082969926197,random,138,GBR
tp,0.0673588263511586,random,138,GBR
random,0.0016809852731086,random,138,GBR
doc,-0.0918738218957211,random,139,GBR
no3,-0.0355778581236883,random,139,GBR
tn,0.013338114000466,random,139,GBR
tp,0.076313960058414,random,139,GBR
random,0.0047433204502396,random,139,GBR
doc,-0.0998963302237687,random,140,GBR
no3,-0.0327774589060883,random,140,GBR
tn,0.0016490779981218,random,140,GBR
tp,0.0550392085478914,random,140,GBR
random,-0.0083811016555348,random,140,GBR
doc,-0.0926678320630498,random,141,GBR
no3,-0.0254400998777015,random,141,GBR
tn,0.0172705805522072,random,141,GBR
tp,0.0652028689135159,random,141,GBR
random,-0.0128397483508664,random,141,GBR
doc,-0.092012614755079,random,142,GBR
no3,-0.030171908700755,random,142,GBR
tn,0.0094785505295794,random,142,GBR
tp,0.0588266996403415,random,142,GBR
random,-0.0032602825329512,random,142,GBR
doc,-0.1001520063183512,random,143,GBR
no3,-0.0287003442145843,random,143,GBR
tn,0.0060399240616464,random,143,GBR
tp,0.0538350453317728,random,143,GBR
random,-0.0135397784055171,random,143,GBR
doc,-0.0949502955304988,random,144,GBR
no3,-0.0280880934323375,random,144,GBR
tn,0.0084783725476242,random,144,GBR
tp,0.0683997172131437,random,144,GBR
random,-0.0060673266099839,random,144,GBR
doc,-0.1079290016248055,random,145,GBR
no3,-0.025266691451119,random,145,GBR
tn,0.0176536168730319,random,145,GBR
tp,0.0580631281264762,random,145,GBR
random,-0.010012143037865,random,145,GBR
doc,-0.0925793795322444,random,146,GBR
no3,-0.0354345670317388,random,146,GBR
tn,0.0053786086015225,random,146,GBR
tp,0.0674469186258857,random,146,GBR
random,-0.0063967799320872,random,146,GBR
doc,-0.0932091061358451,random,147,GBR
