spec_power_1.5,spec_power_3.0,spec_power_6.0,spec_power_12.0,spec_power_24.0,spec_power_48.0,spec_power_96.0,spec_power_192.0,spec_power_384.0,doc,no3,tn,tp
0.0352594047365937,0.0359283587199408,0.0544781338121506,0.0593566777548653,0.0684205139110275,0.0527982412228192,0.1386450675200481,0.5912062325592412,0.960435314632718,0.4344875867458678,0.26586066593047597,0.6807161810190954,0.5898763839214574
0.0499047739324231,0.0447705889744066,0.0391833543411943,0.0255753648730681,0.0207575845410944,0.0140671541571405,0.0193057599618739,0.2388423057862292,0.8400617995500825,0.2962361736393822,0.2579816675101296,0.6600671114317931,0.5461755162248423
0.0028716888883816,0.0069745386196719,0.0128770864231612,0.0214897266833066,0.0655680318919168,0.1979401370125283,0.5118254716253579,0.7289891605654711,0.98115247506932,0.22177799382827212,0.0,0.5131304492126713,0.44069170835245675
3.691414650413513e-05,5.1463799857669225e-05,0.0005135587334155,0.0021302136298394,0.0047462099786974,0.0080981083659787,0.0450827387750408,0.1638956313565432,0.7608383259295861,0.06123752021931996,0.230087115955992,0.474368560050783,0.3475537549449495
0.0057217476938435,0.0152578846495999,0.038071830518419,0.0617513137961754,0.1131938753350652,0.2998867460940169,0.8326572104802855,0.9875315080223096,0.8229486769962174,0.1487173380827661,0.2516606276380963,0.5255681836998305,0.4033122827971948
0.0017872275176552,0.0053540722177186,0.0130070527124689,0.0241597040283679,0.0761024177452108,0.1864481875530116,0.4558585189243748,0.8163789329601798,0.9479970025153596,0.2371729833453231,0.0,0.5131304492126713,0.3765719442898858
0.0017872275176552,0.0053540722177186,0.0130070527124689,0.0241597040283679,0.0761024177452108,0.1864481875530116,0.4558585189243748,0.8163789329601798,0.9479970025153596,0.20051059058309287,0.0,0.518375976192819,0.3539014539725972
0.0019809078001683,0.0040790143702686,0.0088847083287882,0.0270497795245879,0.0809081034447242,0.1214268629709258,0.2951098533346613,0.6162367970491616,0.9775233573071884,0.3749923753236823,0.2311594013920093,0.6304538647990461,0.675120161554046
0.0003552208203175,0.0007431323992082,0.0015215684305051,0.0022748283036677,0.0066871766148733,0.0099395785696274,0.0086176320497825,0.1669232786984082,0.8240753163356295,0.10192054145153813,0.19404629741399787,0.4832317483361216,0.42633962776049655
5.682722081856796e-05,0.0,0.0,0.0,0.0,0.0,0.0017278364334841,0.1030663458722335,0.7613345341409402,0.11632159238542762,0.25546342831366714,0.5213861587104582,0.3231525515604361
0.0041733559535964,0.0091073106342406,0.0162260538641919,0.0267965275031397,0.0505513181230746,0.1794165065169891,0.6201001445852755,0.9118774825616044,0.8936922659613121,0.1923955565411144,0.10135674837881846,0.4885448786670536,0.4245161886785918
0.0098774775656695,0.0125185347414449,0.0206032146756699,0.0322672882085188,0.0470762573574281,0.1453777662809555,0.5246318793489013,0.8544937041990744,0.9169992347827848,0.5432739163208218,0.0,0.616619938925861,0.5958936175201304
0.0055450456928362,0.0113266021811259,0.0222272508944794,0.0502569678758819,0.124010186903526,0.2064091195307945,0.376926484216534,0.692954991693677,0.9644279929067148,0.3849746909148573,0.10245175213282229,0.5782998715980775,0.622855906733387
0.0050323157716892,0.0094281122908095,0.014390018557291,0.0411563279688873,0.1134881041886054,0.1432673257196637,0.2952744667259401,0.7116125781946546,0.9812309868641388,0.39285301250245985,0.13995628586323225,0.5891914256282172,0.5438345229600215
0.0074826127653757,0.0138569588531928,0.0223222206306655,0.0459230726328179,0.128777020320598,0.2271807992054498,0.3792076474867377,0.6929852359669953,0.959396901321601,0.3894617794034498,0.0,0.5737437121359916,0.5942113958564282
0.0083973546546858,0.0076943553533112,0.0069187401538709,0.0078270799855273,0.0092150266541255,0.0255824763203718,0.0329188531449755,0.1124620500639879,0.7697719856280578,0.1566168831239568,0.09372530348781222,0.4663722313809487,0.2992830929483253
0.0059134597570809,0.0129321014120023,0.0217518994485836,0.0352288906173043,0.0655196768743058,0.138009252586724,0.4856090410167352,0.7868324503669477,0.970220748301822,0.34077759953002734,0.09196895445348613,0.5533425501458048,0.5761070346572025
0.0009340473320999,0.0023758540884669,0.0059051469166236,0.0166729631749972,0.0528123891726922,0.1232243662254055,0.3578105156335696,0.8117748528038465,0.9059327523678432,0.2540954039646958,0.0,0.5345530448061544,0.5190414667342461
0.0030908921716984,0.0055644064527074,0.017432146746967,0.0461005887620318,0.0546497483612137,0.0923447850295711,0.2336811693258403,0.6858968001263703,0.9631769100484894,0.24448966647136713,0.0,0.535969172491348,0.5195245244044883
0.0028716888883816,0.0069745386196719,0.0128770864231612,0.0214897266833066,0.0655680318919168,0.1979401370125283,0.5118254716253579,0.7289891605654711,0.98115247506932,0.19073652404387315,0.0,0.5226931957440956,0.4640935073852435
0.0026036716517843,0.0042433930341727,0.0066345671117203,0.0088782471231341,0.0135627691433063,0.0192833095410104,0.0733931943099628,0.4168617745427575,0.9602679321347874,0.287235284737825,0.1271214521886161,0.5726159990058841,0.5210342912787256
0.0030354827070061,0.0045679934718333,0.0070628575699831,0.0113944599387652,0.0127592004017786,0.0149013681221952,0.0686471996865554,0.4434388748347898,0.9663696652326458,0.20834082708420965,0.07271388025728599,0.5176935278509815,0.4422158075346741
0.3515824967282263,0.3704330978263716,0.3677091384135493,0.337946821652366,0.0520239205986942,0.1635047115774175,0.5588282362962014,0.7717489802596227,0.6952048389228549,0.14156811375855827,0.0826649462922604,0.43877018755215813,0.2969090065371187
0.0082225972555604,0.0144867911778722,0.0199571890579864,0.0403638973488016,0.0758504198023888,0.1574318824826576,0.4069229716970358,0.7963895505707949,0.9340752875733254,0.29830228879871323,0.25280832782843987,0.6255721557946843,0.6692890398115734
0.0392949635761903,0.0520932302328102,0.0655061777322088,0.0681379205864906,0.0414149741463735,0.0606089689739434,0.1912337063879147,0.6171185052390881,0.9618645163804362,0.047430714225117895,0.18537336777683622,0.44270573172760747,0.32561191388578953
0.0032528975679411,0.0072506832703898,0.0147210291032257,0.0208810027412194,0.0269391860125693,0.0567031982829245,0.1130645174184952,0.2544359202909755,0.8901137949706168,0.07841051789250868,0.10713822397139608,0.42207135062109336,0.3122476849702561
0.0032528975679411,0.0072506832703898,0.0147210291032257,0.0208810027412194,0.0269391860125693,0.0567031982829245,0.1130645174184952,0.2544359202909755,0.8901137949706168,0.07423957695946115,0.08639031826486175,0.3598818014516747,0.20075151304514877
0.0232074708701138,0.0374941493749165,0.058079102771929,0.0726902501633512,0.0480212246439357,0.0726120348490832,0.2757466650282898,0.6723294554355208,0.9617738528224248,0.14156811375855827,0.19789248492936995,0.5056387970927513,0.2978267100767533
