spec_power_1.5,spec_power_3.0,spec_power_6.0,spec_power_12.0,spec_power_24.0,spec_power_48.0,spec_power_96.0,spec_power_192.0,spec_power_384.0,doc,no3,tn,tp
0.031971358343406385,0.07481248092733882,0.15300353428975705,0.24658310621442553,0.1282097333457085,0.11452779655765623,0.3407027142766647,0.7276267125134648,0.9746136907546584,0.39685561027929644,0.24163961975662318,0.7126823388176933,0.5413807957937669
0.013598769867038518,0.026110846266705345,0.04742652341243231,0.057410025505117264,0.03614214464434708,0.058119067594039335,0.12822038541738945,0.35801549252272036,0.9343783620632548,0.04424296225414024,0.0013342782823732942,0.42947300630509466,0.2702162336866288
0.0003163452161353477,0.0004698769576286411,0.0015612361715052557,0.004219177057107881,0.005835558127043701,0.01211321218044908,0.03380166492034532,0.08588610547817517,0.7181860708656853,0.20209877410594182,0.0,0.6252516309309362,0.6645398423352216
0.44135211117439155,0.4665168554641125,0.4325764292771427,0.3999540994343719,0.2847121702411486,0.3893045337954548,0.7548564936890808,0.9286889920099577,0.9123856761573464,0.1341822295642052,0.0,0.40167746725900333,0.2857677335694692
0.001793732093269777,0.0052198853636119345,0.01595681881362558,0.03096142089196891,0.06755884214053239,0.18805438969981472,0.5760371876352057,0.7743109390388779,0.9848343601055072,0.13948268883195866,0.0021911094099838764,0.46084073553385574,0.0946376654809965
0.01093339731708623,0.019714644130816705,0.0304751014062211,0.027632056173277766,0.056408290719511436,0.11954789812354566,0.14605440652569432,0.33974499733077446,0.9093676850035577,0.2920456496756517,0.11753240866945562,0.6248225288588225,0.37543788018319735
0.0418401734604289,0.05662727986403784,0.06802863497109553,0.0822267345668069,0.08314716825638582,0.06558155724745877,0.19659763931396995,0.6449082033945462,0.9822025109782857,0.17162346724620603,0.0,0.49312360256901805,0.43279522143305266
0.11824751225110927,0.2321310545139831,0.3046733239803193,0.2836388312395945,0.2753494925450006,0.23558413158506894,0.4097113608779389,0.6280396743012493,0.8830466307997085,0.38039551686418516,0.01818225756542214,0.5028664296453925,0.4298751934386001
0.004341823106018952,0.01026053849834739,0.029060166685345775,0.06983632842947496,0.13482004216415452,0.18003515456596023,0.1979320270726417,0.4262053903115646,0.9438596223359171,0.372425425239108,0.027643654663352148,0.5500227099496658,0.3748608770718237
0.0013536987412424307,0.0029518379077662113,0.006845675502936225,0.01991179996848687,0.061014693503443816,0.08013788309831973,0.055370077955435026,0.36956903714921535,0.9377130482259473,0.7633323959632549,0.007522380164626752,0.663030494797826,0.44479948534933755
0.30646734939415693,0.2947345044446151,0.3002596063999239,0.3052090896825356,0.24929242003450292,0.11170779119537529,0.13756769077410108,0.07356908669303436,0.3828825660144371,0.2866943418232665,0.02006274219972052,0.5535751825467543,0.5925790087209958
0.004557550774172761,0.010876687981961654,0.020078530343199945,0.0250024874817305,0.03301837559626736,0.058091583812372824,0.06929652340293442,0.21700070808196853,0.858996570763851,0.41402860795248514,0.1283703627400151,0.641592398370612,0.5049138672660974
0.0011977160072959006,0.002322105905749034,0.00495224203642214,0.01060172654963609,0.02553136924767264,0.037874602318496715,0.07399207064915299,0.35706221902550833,0.9084420814128595,0.24709189821353308,0.5256653115086968,0.8101632252959744,0.3963729144081432
0.018456449043932743,0.04698252417230029,0.11571079365759455,0.14799841860618237,0.18474839366936413,0.3256711556911554,0.18373562564765222,0.5297232102619767,0.9646785443489209,0.4282574173934734,0.0040100207463452334,0.6006258486067382,0.3954409292720822
0.002040274643678274,0.0034597794822939214,0.007517460663677856,0.03000307263206824,0.07921682524402439,0.07666981267418528,0.22335233461005516,0.5057328216467086,0.9413251120419589,0.3008583172395496,0.0014389853712347698,0.5310631464600161,0.4465815236987023
0.0016859236788660083,0.0031750204422542625,0.006672801694325786,0.028011883962994238,0.09611985207796729,0.12449838764840489,0.193787790564429,0.4088758020238286,0.9260949025373493,0.535774210603516,0.155701840313688,0.6539177984773914,0.5864877338366649
0.17528344786682823,0.27824275986333125,0.31462995850008946,0.3848369623226503,0.43079258249970526,0.43886069688033014,0.45974988059684324,0.35784748273067346,0.8363272500104605,0.3583437935040302,0.03664190865901216,0.6514517501847337,0.6399915057575539
0.22374014494949238,0.3659253447867396,0.39329502518982223,0.3205171896510776,0.3273076138841649,0.20424741207245078,0.28785841261324047,0.5678021393941884,0.7829319790449866,0.3141766315462418,0.016427631792886574,0.5203936125379901,0.325301257105379
0.020467836103281276,0.0365504390778864,0.05239841352955893,0.06344692938306097,0.08470097243816234,0.13780938050324307,0.38023869984554054,0.3741157440293641,0.8482823116871557,0.02233250714323953,0.004151542552892534,0.7099394334165101,0.4416073729566637
0.033811189785370045,0.04933202832243595,0.07473060545270403,0.09156605622819013,0.09188883495880155,0.1808985934348205,0.15846751312272567,0.20122498355184334,0.8334509219507158,0.25283828039751793,0.016184255068292474,0.46872831630139344,0.28192797143825366
0.0005272045067992763,0.00106730277559288,0.002703040727543598,0.0063371598489362045,0.01586954627535748,0.03898256371171208,0.08405759155475481,0.2108250892308386,0.8157235049857015,0.11748075781284634,0.0010863864931949306,0.3860111453183743,0.6129352102511374
0.04502751517011194,0.05758324634414299,0.056976637629457934,0.06182229046111001,0.07051418784206186,0.07894909234133925,0.07966151696988547,0.15862077893186277,0.7644778035229566,0.15466805988082388,0.050130432105097426,0.5233398510409313,0.30192668047535565
0.2790063091665454,0.3076828051158066,0.2854610758188505,0.20161786382818744,0.16444280458983224,0.17014285954691374,0.35800308742128484,0.5160400948957452,0.8752546760539652,0.11863393269452527,0.07420889944335966,0.5683592448086209,0.1564878035706551
1.01002992731297e-05,3.7684237680718416e-05,0.00037434588904001115,0.0010991737174783698,0.004367786148271949,0.01969620714510522,0.10134632092839871,0.2670832005369096,0.82637909783386,0.072831756245549,0.017413234586113536,0.44423421827304954,0.5744723223564578
0.0673689491346099,0.09583243359394543,0.13305840160216878,0.14696286522530008,0.1836331843541446,0.22102578943903553,0.24146875180503571,0.5917249287739363,0.9580608340489115,0.20987443341638073,0.04273990751009147,0.5442958718825289,0.3032440005550655
